name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Cloudera,Software,1041000000,operating,USA,CA,Palo Alto,8,Accel:141000000.0|Google Ventures:160000000|Greylock Partners:136000000.0|Ignition Partners:105000000.0|In-Q-Tel:105000000.0|Intel Capital:740000000|Meritech Capital Partners:130000000.0|MSD Capital:160000000|SV Angel:5000000|T. Rowe Price:160000000|Caterina Fake:5000000|Diane Greene:5000000|Gideon Yu:5000000|Jeff Weiner:5000000|Marten Mickos:5000000|Qi Lu:5000000|Youssri Helmy:5000000,17,-,-,-,-,-,0,-,Santa Clara,2008,37.727239:-123.032229,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Lyft,Transportation,1012500000,operating,USA,CA,San Francisco,8,"AFSquare:6000000|Alibaba:400000000.0|Altpoint Ventures:530000000|Andreessen Horowitz:310000000.0|Aslanoba Capital:530000000|Coatue Management:250000000|Didi Kuaidi:680000000.0|fbFund:300000|FLOODGATE:22200000.0|Fontinalis Partners:150000000|Founders Fund:265000000.0|GSV Capital:250000000|Icahn Enterprises:150000000|K9 Ventures:22200000.0|Kortschak Investments, L.P.:530000000|Melo7 Tech Partners:250000000|Machine Shop Ventures:150000000|Mayfield Fund:271000000.0|Ooga Labs:15000000|QueensBridge Venture Partners:250000000|Rakuten:530000000|SierraMaya360:530000000|Tencent Holdings:150000000|Third Point Ventures:250000000|Benjamin Ling:15000000|Keith Rabois:1200000",26,-,-,-,-,-,0,-,San Francisco,2012,33.123909:-117.282835,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Legendary Entertainment,Entertainment,1008000000,operating,USA,CA,Burbank,4,Accel:315000000.0|SoftBank Capital:250000000|TomorrowVentures:275000000|Gordon Crawford:275000000|Peter Thiel:275000000,5,-,-,-,-,-,0,-,Los Angeles,2004,25.775163:-80.208615,5,US,1567267692,53,34.18,-118.33,77,3.31
WeWork,Services,1002784331,operating,USA,NY,New York,6,Benchmark:355000000|Fidelity Investments:433934331|Goldman Sachs:355000000|Harvard Management Company:355000000|JP Morgan Chase & Co.:788934331.0|T. Rowe Price:788934331.0|Wellington Management:355000000,7,-,-,-,-,-,0,-,New York,2010,39.433086:-77.412758,1,US,1567267785,47,40.73,-73.99,80.01,7.31
AOL,Marketing,1000000000,acquired,USA,NY,New York,1,Google:1000000000,1,Verizon Communications,Communications Infrastructure|Information Technology|Mobile,USA,NY,New York,4400000000,USD,New York,1985,41.837551:-87.681844,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Motorola Solutions,Services,1000000000,acquired,USA,IL,Schaumburg,1,Silver Lake Partners:1000000000,1,Zebra Technologies,Enterprise Software,USA,IL,Lincolnshire,3450000000,USD,Cook,1928,30.307182:-97.755996,40,US,1567267587,52,42.03,-88.08,72,14.99
LivingSocial,Finance,934725004,operating,USA,DC,Washington,10,Amazon:869000000.0|Grotech Ventures:159000000.0|IDG Ventures USA:400000000|J.P. Morgan Securities Inc.:286000000.0|Lightspeed Venture Partners:883000000.0|Revolution LLC:154000000.0|T. Rowe Price:510000000.0|U.S. Venture Partners (USVP):149000000.0|Jean Case:5000000|Steve Case:120000000.0|Tim O'Shaughnessy:5000000,11,-,-,-,-,-,0,-,District Of Columbia,2007,37.769857:-122.22564,1,US,1567267639,45,38.9,-77.04,84.99,6.93
Better Place,Technology,925000000,acquired,USA,CA,Palo Alto,6,General Electric (GE):200000000|HSBC:200000000|Israel Corp:300000000.0|Lend Lease Ventures:25000000|Maniv Energy Capital:200000000|Morgan Stanley:350000000|Ofer Hi-Tech:550000000.0|VantagePoint Capital Partners:350000000,8,Sunrise Group,Cars|Energy|Energy Efficiency|Solar,IND,2,Hyderabad,12000000,USD,Santa Clara,2007,40.664274:-73.9385,20,US,1567267506,77,37.44,-122.16,71.01,3.36
DepoMed,Health,875000000,ipo,USA,CA,Newark,2,Deerfield:575000000|Pharmakon Advisors:575000000,2,-,-,-,-,-,0,-,Alameda,1995,42.445743:-71.230909,75,US,1567267785,44,40.74,-74.17,80.01,5.82
Zynga,Software,866550786,ipo,USA,CA,San Francisco,9,Andreessen Horowitz:15187000|Avalon Ventures:40026000.0|Clarium Capital:10000000|DST Global:15187000|Fidelity Investments:490000000|Foundry Group:40026000.0|Google:300000000|IVP:40187000.0|Kleiner Perkins Caufield & Byers:515000000.0|Morgan Stanley:490000000|Pilot Group:10000000|SoftBank Capital:300000000|SV Angel:10000000|T. Rowe Price:490000000|Tiger Global Management:15187000|Union Square Ventures:40026000.0|Andy Russell:10000000|Bob Pittman:10000000|Brad Feld:10000000|Kevin Rose:15187000|Peter Thiel:10000000|Reid Hoffman:10000000,22,-,-,-,-,-,0,-,San Francisco,2007,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Intarcia Therapeutics,Technology,852305937,operating,USA,CA,Hayward,11,Alta Partners:100000000.0|Farallon Capital Management:200000000|Foresite Capital:200000000|Fred Alger Management:200000000|GGV Capital:260000000.0|Marker:160000000|New Enterprise Associates:155000000.0|New Leaf Venture Partners:305000000.0|Omega Funds:50000000|Quadrille Capital:250000000.0|RA Capital Management:200000000|Venrock:358000000.0,12,-,-,-,-,-,0,-,Alameda,1997,41.837551:-87.681844,20,US,1567267655,77,37.67,-122.08,69.01,3.36
BrightSource Energy,Technology,845000000,ipo,USA,CA,Oakland,9,Alstom:80000000|Black River Asset Management:115000000|BP Alternative Energy:115000000|BP Ventures:80000000|CalSTRS:80000000|Chevron Technology Ventures:195000000.0|DBL Investors:195000000.0|DFJ Growth:150000000|Draper Fisher Jurvetson (DFJ):345000000.0|Goldman Sachs:80000000|Google:283000000.0|Morgan Stanley:150000000|Statoil:115000000|VantagePoint Capital Partners:546000000.0,14,-,-,-,-,-,0,-,Alameda,2004,32.8153:-117.134993,20,US,1567267570,77,37.8,-122.27,69.01,3.36
FireEye,Software,840945776,ipo,USA,CA,Milpitas,7,DAG Ventures:95230000.0|Four Rivers Group:6000000|Goldman Sachs:50000000|Icon Ventures:95230000.0|In-Q-Tel:10230000|Juniper Networks:79000000.0|Norwest Venture Partners - NVP:101680000.0|Sequoia Capital:101680000.0|Silicon Valley Bank:95230000.0|Vilicus Ventures:50000000|Wing Venture Capital:50000000,11,-,-,-,-,-,0,-,Santa Clara,2004,47.597839:-122.156489,1,US,1567267477,82,37.43,-121.91,70,0.56
Tesla Motors,Manufacturing,823000000,ipo,USA,CA,Palo Alto,11,Aabar Investments:82500000|California Energy Commission:10000000|Capricorn Investment Group:85000000.0|Compass Technology Partners:105500000.0|Daimler:132500000.0|DFJ Growth:50000000|Draper Fisher Jurvetson (DFJ):85000000.0|Fjord Ventures:82500000|Google:40000000|J.P. Morgan Securities Inc.:85000000.0|Panasonic:30000000|Technology Venture Partners US:45000000|The Westly Group:40000000|U.S. Department of Energy:465000000|Valor Equity Partners:98000000.0|VantagePoint Capital Partners:85000000.0|Elon Musk:145500000.0|Jeffrey S. Skoll:40000000|Larry Page:40000000|Nick Pritzker:40000000|Sergey Brin:40000000,21,-,-,-,-,-,0,-,Santa Clara,2003,30.307182:-97.755996,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Jawbone,Hardware,818799995,operating,USA,CA,San Francisco,12,Andreessen Horowitz:69000000.0|BlackRock:300000000|Deutsche Telekom:40000000|Fortress Investment Group:93000000|JPMorgan:163000000.0|JP Morgan:40000000|Khosla Ventures:55000000.0|Kleiner Perkins Caufield & Byers:60000000.0|Mayfield Fund:5000000|Sequoia Capital:50000000.0|Silver Lake Partners:93000000|SV Angel:5000000|Wells Fargo & Company:93000000|Yuri Milner:40000000,14,-,-,-,-,-,0,-,San Francisco,1999,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Chobani,Food,750000000,operating,USA,NY,Norwich,1,TPG Capital:750000000,1,-,-,-,-,-,0,-,Chenango,2005,40.664274:-73.9385,90,US,1567267790,59,43.71,-72.31,73,11.41
BMC Software,Software,750000000,ipo,USA,TX,Houston,1,Bain Capital:750000000,1,-,-,-,-,-,0,-,Harris,1980,37.727239:-123.032229,20,US,1567267722,62,29.76,-95.37,90,3.69
CAN Capital,Finance,743000000,operating,USA,NY,New York,4,Accel:93000000.0|Meritech Capital Partners:63000000.0|QED Investors:33000000|Ribbit Capital:33000000|Wells Fargo Capital:650000000,5,-,-,-,-,-,0,-,New York,1998,42.33196:-71.020173,1,US,1567267785,47,40.73,-73.99,80.01,7.31
MetroPCS Communications,Mobile,739000000,acquired,USA,TX,Richardson,1,Madison Dearborn Partners:739000000|TA Associates:739000000,2,T-Mobile,Mobile|Telecommunications|Wireless,USA,WA,Bellevue,1500000000,USD,Dallas,2010,37.727239:-123.032229,75,US,1567267648,83,32.95,-96.73,79,5.82
Sunnova,Manufacturing,695000000,operating,USA,TX,Houston,4,GSO Capital Partners:250000000|Triangle Peak Partners:550000000.0,2,-,-,-,-,-,0,-,Harris,2012,-1,20,US,1567267722,62,29.76,-95.37,90,3.69
Sunrun,Services,681600000,ipo,USA,CA,San Francisco,10,Accel:283000000.0|Foundation Capital:295000000.0|Madrone Capital Partners:210000000.0|Sequoia Capital:265000000.0|SunShot Initiative fund:1600000|U.S. Bancorp:90000000|Gregory Avis:12000000|Parker Weil:12000000,8,-,-,-,-,-,0,-,San Francisco,2007,37.655104:-122.376234,20,US,1567267822,77,37.78,-122.42,69.01,3.36
NantHealth,Health,680000000,operating,USA,CA,Culver City,5,Allscripts:200000000|Celgene:25000000|Kuwait Investment Authority:455000000.0|Sovereign Wealth Funds:135000000,4,-,-,-,-,-,0,-,Los Angeles,2007,34.160592:-118.139593,1,US,1567267547,69,34.02,-118.4,78.01,3.58
Moderna Therapeutics,Technology,674600044,operating,USA,MA,Cambridge,5,Alexion Pharmaceuticals:475000000.0|AstraZeneca:450000000|Flagship Ventures:175000044.0|Invus:450000000|RA Capital Management:450000000|Viking Global Investors:450000000|Wellington Management:450000000,7,-,-,-,-,-,0,-,Middlesex,2010,42.33196:-71.020173,1,US,1567267602,53,41.3,-90.19,71.6,12.75
GENBAND,Software,646507662,operating,USA,TX,Plano,11,Alcatel-Lucent:15000000|GGV Capital:99000000.0|HLM Venture Partners:18000000|Invesco Perpetual:84000000.0|Oak Investment Partners:33000000.0|Sevin Rosen Funds:33000000.0|Siemens Venture Capital:38000000.0|Star Ventures:18000000|TeleSoft Partners:15000000|Texas Instruments:84000000.0|Trellis Partners:18000000|Venrock:33000000.0|Wheatley Partners:84000000.0,13,-,-,-,-,-,0,-,Collin,1999,42.33196:-71.020173,75,US,1567267508,83,33.01,-96.69,80.01,5.82
Kabbage,Finance,600363500,operating,USA,GA,Atlanta,11,BlueRun Ventures:238650000.0|ING Group:135000000|Lumia Capital:50000000|Mohr Davidow Ventures:97000000.0|Recruit Strategic Partners:135000000|Reverence Capital Partners:135000000|Santander Innoventures:135000000|Scotiabank:135000000|SoftBank Capital:50000000|SV Angel:30000000|The TCW Group:50000000|Thomvest Ventures:290000000.0|UPS Strategic Enterprise Fund:238650000.0|Victory Park Capital:75000000|Western Technology Investment:12000000|Yuan Capital:135000000|David Bonderman:36650000.0|Jim McKelvey:17000000|Warren Stephens:53650000.0,19,-,-,-,-,-,0,-,Fulton,2009,-1,1,US,1567267668,51,33.75,-84.39,86,3.36
Magic Leap,Services,592000000,operating,USA,FL,Fort Lauderdale,2,Andreessen Horowitz:542000000|Google:542000000|Kleiner Perkins Caufield & Byers:542000000|Legendary Entertainment:542000000|Obvious Ventures:542000000|Qualcomm Ventures:542000000,6,-,-,-,-,-,0,-,Broward,2011,37.727239:-123.032229,1,US,1567267572,62,26.12,-80.14,91,12.75
Square,Software,590500000,ipo,USA,CA,San Francisco,9,Barclays Investment Bank:100000000|Citi Ventures:200000000|CrunchFund:200000000|First Round:10000000|GGV Capital:153000000.0|GIC:150000000|Goldman Sachs:100000000|JP Morgan Chase & Co.:100000000|Khosla Ventures:37500000.0|Kleiner Perkins Caufield & Byers:100000000|Morgan Stanley:100000000|Rizvi Traverse Management:200000000|Sapphire Ventures:150000000|Sequoia Capital:27500000|Silicon Valley Bank:100000000|Starbucks:200000000|Tiger Technology Global Management:100000000|Visa:27500000|Andrew Rasiej:10000000|Biz Stone:10000000|Brian Pokorny:10000000|David Lee:10000000|Dennis Crowley:10000000|Esther Dyson:10000000|Fritz Lanman:10000000|Greg Yaitanes:10000000|Jim Pitkow:10000000|Joshua Schachter:10000000|Kevin Rose:10000000|Marissa Mayer:10000000|Richard Branson:3000000|Robin Chan:10000000|Ron Conway:10000000|Shawn Fanning:10000000|Xavier Niel:10000000|Zachary Bogue:10000000,36,-,-,-,-,-,0,-,San Francisco,2009,41.837551:-87.681844,20,US,1567267822,77,37.78,-122.42,69.01,3.36
ZeniMax,Entertainment,588174854,operating,USA,MD,Rockville,9,Providence Equity Partners:459900000.0|Cal Ripken:9900000|Harry Sloan:9900000|Leslie Moonves:9900000,4,-,-,-,-,-,0,-,Montgomery,1999,37.727239:-123.032229,1,US,1567267546,45,39.08,-77.15,84.99,6.93
Zenefits,Software,583600000,operating,USA,CA,San Francisco,4,Andreessen Horowitz:581500000.0|Comcast Ventures:500000000|EPIC Ventures:500000000|Fidelity Investments:500000000|Founders Fund:500000000|Hydrazine Capital:66500000|Insight Venture Partners:500000000|IVP:566500000.0|Khosla Ventures:500000000|Maverick Capital:17100000.0|Sound Ventures:500000000|SV Angel:66500000|Titan Partners Holdings LLC:2100000|TPG:500000000|Venrock:17100000.0|Wefunder:2100000|Y Combinator:2100000|Aaron Levie:2100000|Adam Jackson:2100000|Benjamin Ling:2100000|Brad Gessler:2100000|Brendan Wallace:500000000|Charlie Cheever:2100000|David Petersen:2100000|David Rusenko:2100000|Elad Gil:66500000|Jared Leto:566500000.0|Justin Mateen:500000000|Sohail Prasad:2100000,29,-,-,-,-,-,0,-,San Francisco,2013,38.657771:-90.58095,20,US,1567267822,77,37.78,-122.42,69.01,3.36
ABILITY Network,Health,583000000,operating,USA,MN,Minneapolis,4,Bain Capital Ventures:27000000|Chippewa Valley Investment Partners:1000000|Lemhi Ventures:32000000.0|Summit Partners:550000000,4,-,-,-,-,-,0,-,Hennepin,2000,41.837551:-87.681844,90,US,1567267508,63,44.98,-93.27,66.99,11.41
Wish,Software,578700000,operating,USA,CA,San Francisco,5,AFSquare:1700000|AME Cloud Ventures:77000000.0|CRV:1700000|Cherubic Ventures:50000000|Digital Garage:1700000|DST Global:500000000|Felicis Ventures:1700000|Formation 8:77000000.0|Founders Fund:50000000|GGV Capital:69000000.0|Legend Capital:50000000|Transmedia Capital:1700000|XG Ventures:1700000|Andy Rankin:1700000|Elad Gil:1700000|Fritz Lanman:1700000|Hank Vigil:1700000|Jared Leto:50000000|Joe Lonsdale:1700000|Keith Rabois:1700000|Michael Stoppelman:1700000|Naval Ravikant:1700000|Nils Johnson:1700000|Paige Craig:1700000|Pankaj Shah:1700000|Paul Bricault:1700000|Raymond Tonsing:1700000|Ron Conway:1700000|Sizhao Yang:1700000|Steve Chen:1700000,30,-,-,-,-,-,0,-,San Francisco,2011,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Vice Media,Entertainment,570000000,operating,USA,NY,Brooklyn,3,21st Century Fox:70000000|A&E Television Networks:250000000|Technology Crossover Ventures:250000000,3,-,-,-,-,-,0,-,Kings,2006,40.664274:-73.9385,75,US,1567267517,60,41.44,-81.74,72,10.29
Jet,Transportation,570000000,operating,USA,NJ,Hoboken,4,Accel:195000000.0|Alibaba Capital Partners:490000000.0|Bain Capital Ventures:545000000.0|Citi Ventures:140000000|Coatue Management:140000000|Fidelity Investments:350000000|General Catalyst Partners:140000000|Goldman Sachs:140000000|Google Ventures:490000000.0|Primary Venture Partners:55000000|MentorTech Ventures:195000000.0|New Enterprise Associates:195000000.0|Norwest Venture Partners - NVP:140000000|Silicon Valley Bank:165000000.0|Temasek Holdings:140000000|Thrive Capital:140000000|Western Technology Investment:25000000|David Spector:195000000.0,18,-,-,-,-,-,0,-,Hudson,2013,37.56031:-122.3106,1,US,1567267613,47,40.74,-74.03,80.01,7.45
GreatPoint Energy,Services,562000000,operating,USA,MA,Cambridge,6,Advanced Technology Ventures:7000000|AES Corporation:100000000|Citi Alternative Investments:100000000|Draper Fisher Jurvetson (DFJ):12000000.0|Khosla Ventures:30000000|Kleiner Perkins Caufield & Byers:30000000|Suncor Energy:100000000|The Dow Chemical Company:100000000,8,-,-,-,-,-,0,-,Middlesex,2004,29.780472:-95.386342,1,US,1567267602,53,41.3,-90.19,71.6,12.75
Box,Software,558950000,ipo,USA,CA,Los Altos,11,Andreessen Horowitz:129000000.0|Bessemer Venture Partners:206000000.0|Coatue Management:250000000.0|DFJ Growth:148000000.0|Draper Fisher Jurvetson (DFJ):308600000.0|Emergence Capital Partners:129000000.0|General Atlantic:150000000.0|Itochu Technology Ventures:100000000|Macnica Networks Corp.:100000000|Meritech Capital Partners:129000000.0|Mitsui & Co:100000000|New Enterprise Associates:206000000.0|Salesforce Ventures:81000000|Sapphire Ventures:125000000|Scale Venture Partners:294000000.0|Social Capital:125000000|Telefónica Digital:100000000|Telstra:100000000|Telstra Ventures:100000000|TPG:150000000|U.S. Venture Partners (USVP):182100000.0|Mark Cuban:350000,22,-,-,-,-,-,0,-,Santa Clara,2005,40.664274:-73.9385,1,US,1567267764,82,37.38,-122.12,72,2.44
Nanosolar,Technology,540000000,operating,USA,CA,San Jose,7,Aeris Capital:70000000|Beck Energy:375000000.0|Benchmark:100000000.0|Capricorn Management:75000000|The Carlyle Group:300000000|EDF Ventures:300000000|EDS (Electronic Data Systems):300000000|Energy Capital Partners:300000000|Espí­rito Santo Ventures:75000000|Firelake Capital Management:75000000|GLG Partners:375000000.0|Grazia Equity:375000000.0|Lone Pine Capital:300000000|Mitsui & Co. Global Investment:95000000.0|Mohr Davidow Ventures:215000000.0|Omidyar Network:300000000|OnPoint Technologies:215000000.0|Riverstone Holdings:300000000|SAC Capital Advisors:75000000|Stanford University:5000000|Swiss RE:75000000|The Skoll Foundation:300000000|U.S. Department of Energy:20000000|U.S. Venture Partners (USVP):5000000|Christian Reitberger:75000000,25,-,-,-,-,-,0,-,Santa Clara,2002,35.105552:-106.647388,1,US,1567267822,83,27.58,-98.31,87.8,4.7
OnDeck,Finance,538000000,ipo,USA,NY,New York,11,Contour Venture Partners:18000000.0|Deutsche Bank:130000000|First Round:147000000.0|Fortress Investment Group:100000000|Goldman Sachs:100000000|Google Ventures:94000000.0|Industry Ventures:94000000.0|IVP:119000000.0|Keybank:130000000|Khosla Ventures:26000000.0|RRE Ventures:145000000.0|Sapphire Ventures:144000000.0|SF Capital:25000000|SF Capital Group:25000000|Silar Advisors:100000000|Square 1 Bank:130000000|Tiger Global Management:77000000|Village Ventures:53000000.0|Peter Thiel:94000000.0,19,-,-,-,-,-,0,-,New York,2007,42.375967:-71.118275,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Invenergy,Technology,534400000,operating,USA,IL,Chicago,5,Leaf Clean Energy:30000000,1,-,-,-,-,-,0,-,Cook,2001,37.727239:-123.032229,40,US,1567267448,52,41.88,-87.62,72,14.99
Pure Storage,Software,530856468,ipo,USA,CA,Mountain View,8,Fidelity Ventures:150000000|Glynn Capital Management:150000000|Greylock Partners:465000000.0|In-Q-Tel:150000000|Index Ventures:415000000.0|IVP:150000000|Redpoint Ventures:445000000.0|Samsung Ventures:150000000|Sutter Hill Ventures:470000000.0|T. Rowe Price:435000000.0|Tiger Global Management:435000000.0|Wellington Management:285000000.0|Brad Garlinghouse:20000000,13,-,-,-,-,-,0,-,Santa Clara,2009,37.385784:-122.026323,1,US,1567267588,82,37.39,-122.08,71.01,2.44
Abound Solar,Technology,510000000,closed,USA,CO,Loveland,2,Bohemian Companies:110000000|BP Alternative Energy:110000000|DCM:110000000|Invus:110000000|U.S. Department of Energy:400000000,5,-,-,-,-,-,0,-,Weld,2007,43.087806:-89.430121,1,US,1567267702,64,40.4,-105.08,77,4.45
DocuSign,Management,508099999,operating,USA,CA,San Francisco,14,Accel:140700000.0|Bain Capital Ventures:233000000|BBVA Ventures:30000000|Brookside Capital:233000000|ClearBridge Investments:233000000|Comcast Ventures:140700000.0|Cross Creek Advisors:85000000|Dell Ventures:45000000|Founders Circle Capital:233000000|Frazier Technology Ventures:139400000.0|Generation Investment Management:233000000|Google Ventures:140700000.0|Iconiq Capital:233000000|Ignition Partners:139400000.0|Intel Capital:45000000|Jackson Square Ventures:85000000|Kleiner Perkins Caufield & Byers:140700000.0|Microsoft Corporation - Strategic Investments:233000000|Mitsui & Co:30000000|MKI:30000000|NTT Finance:30000000|Recruit Holdings:30000000|Recruit Strategic Partners:30000000|Salesforce:30000000|Salesforce Ventures:114000000.0|Sands Capital Ventures:318000000.0|Sapphire Ventures:140700000.0|Scale Venture Partners:112000000.0|Second Century Ventures:2999999|Sigma Partners:54400000.0|Telstra:30000000|Telstra Ventures:85000000|Visa:30000000|Wasatch Advisors:233000000|Wellington Management:233000000|WestRiver Capital:17400000.0|Ron Suber:233000000,37,-,-,-,-,-,0,-,San Francisco,2003,43.169927:-77.616891,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Deem,Manufacturing,504985435,operating,USA,CA,San Francisco,9,American Express:265500000.0|Chase Capital Partners:140000000.0|Empire Capital Partners:42000000|Foundation Capital:249485435.0|HGGC:69985435|Hony Capital:50000000|JP Morgan Chase & Co.:133000000|Oak Investment Partners:247485435.0|One Equity Partners:69985435|Palo Alto Investors:42000000|PointGuard Ventures:50000000|Barry Newman:42000000|Burton McMurtry:42000000|Val Vaden:42000000|Vinod Khosla:42000000,15,-,-,-,-,-,0,-,San Francisco,2000,37.399782:-122.142776,20,US,1567267822,77,37.78,-122.42,69.01,3.36
HomeAway,Travel,504678374,acquired,USA,TX,Austin,5,American Capital:11500000|American Capital Strategies:160000000|Austin Ventures:209000000.0|Google Ventures:34178374|IVP:410000000.0|Redpoint Ventures:459000000.0|Technology Crossover Ventures:250000000|Trident Capital:160000000,8,Expedia,Curated Web|Hotels|Ticketing|Transportation|Travel,USA,WA,Bellevue,3900000000,USD,Travis,2005,-1,75,US,1567267502,62,30.27,-97.74,89.01,5.82
A123 Systems,Hardware,502860000,ipo,USA,MA,Westborough,8,Alliance Capital Ventures:30000000|Espí­rito Santo Ventures:69000000|General Electric (GE):99000000.0|Madison Parker Capital:30000000|Massachusetts Institute of Technology - MIT:30000000|Motorola Solutions:30000000|North Bridge Venture Partners & Growth Equity:30000000|Procter & Gamble (P&G):30000000|Qualcomm Incorporated:30000000|Sequoia Capital:30000000|U.S. Department of Energy:249000000,11,-,-,-,-,-,0,-,Worcester,2001,37.296867:-121.819306,40,US,1567267857,44,42.27,-71.61,78.01,9.17
Beats Electronics,Hardware,500000000,acquired,USA,CA,Santa Monica,1,The Carlyle Group:500000000,1,Apple,Computers|Consumer Electronics|Electronics|Hardware + Software|Retail,USA,CA,Cupertino,3000000000,USD,Los Angeles,2006,37.727239:-123.032229,1,US,1567267826,69,34.02,-118.49,78.01,3.58
Navitas Midstream Partners,Services,500000000,operating,USA,TX,The Woodlands,1,Warburg Pincus:500000000,1,-,-,-,-,-,0,-,Montgomery,2013,-1,40,US,1567267618,70,30.17,-95.5,89.01,3.04
Horizon Pharma,Technology,492000000,ipo,USA,IL,Northbrook,4,Essex Woodlands Health Ventures:30000000|Pequot Ventures:30000000|Sutter Hill Ventures:30000000,3,-,-,-,-,-,0,-,Cook,2005,37.727239:-123.032229,1,US,1567267790,49,42.13,-87.83,72,11.41
Datapipe,Software,487358426,operating,USA,NJ,Jersey City,3,"Brown Brothers Harriman:176000000|CapitalSource:176000000|Caterpillar, Inc:176000000|CIT Group:176000000|GE Capital:176000000|Goldman Sachs:75000000|TD Securities:176000000",7,-,-,-,-,-,0,-,Hudson,1998,37.727239:-123.032229,75,US,1567267463,44,40.73,-74.08,80.01,5.82
Domo,Business,483687225,operating,USA,UT,American Fork,8,Andreessen Horowitz:10000000|Benchmark:33000000|Bezos Expeditions:60000000|BlackRock:235037225|Capital Group Companies:235037225|BYU Cougar Capital:60000000|Dragoneer Investment Group:125000000|Fidelity Investments:125000000|Founders Fund:60000000|GGV Capital:420037225.0|Glynn Capital Management:235037225|Greylock Partners:185000000.0|HWVP:155000000.0|IVP:145000000.0|Mercato Partners:185000000.0|Morgan Stanley:125000000|Pelion Venture Partners:10000000|Salesforce Ventures:125000000|SV Angel:33000000|T. Rowe Price:125000000|TPG Growth:125000000|Transmedia Capital:33000000|Viking Venture Management:125000000|WPP:10000000|Zetta Venture Partners:10000000|Dan Rose:10000000|David Lee:10000000|Hiroshi Mikitani:10000000|Jeff Bezos:60000000|John Pestana:10000000|John Thompson:10000000|Lars Dalgaard:10000000|Marc Benioff:10000000|Mark Gorenberg:10000000|Paul Sagan:10000000|Ron Conway:10000000|Steven Singh:10000000,37,-,-,-,-,-,0,-,Utah,2010,40.77852:-111.931414,1,US,1567267469,44,40.38,-111.8,81,6.93
Village Roadshow Entertainment Group,Entertainment,480000000,operating,USA,CA,San Francisco,1,Falcon Investment Advisors:480000000|Village Roadshow Pictures:480000000|Vine Alternative Investments:480000000,3,-,-,-,-,-,0,-,San Francisco,2007,40.889398:-74.045698,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Stem CentRx,Technology,473526990,operating,USA,CA,South San Francisco,3,ARTIS Ventures:473526990.0|Capital Group:200000000|Fidelity Investments:250000000|Founders Fund:450000000.0|Silicon Valley Bank:250000000|James Hong:23526990|Stuart Peterson:23526990,7,-,-,-,-,-,0,-,San Mateo,2008,37.727239:-123.032229,20,US,1567267834,77,37.65,-122.41,68,3.36
View,Technology,460244466,operating,USA,CA,Milpitas,11,Corning:60000000|Corning Incorporated:150000000|DBL Investors:95000000.0|GE Capital:60000000|GE Energy Financial Services:40000000|Khosla Ventures:288340000.0|Madrone Capital Partners:250000000.0|NanoDimension:107640000.0|Navitas Capital:95000000.0|NZ Super Fund:150000000|Sigma Partners:128340000.0|The Westly Group:95000000.0,12,-,-,-,-,-,0,-,Santa Clara,2006,40.626424:-75.367898,1,US,1567267477,82,37.43,-121.91,70,0.56
Vonage,Mobile,460000000,ipo,USA,NJ,Holmdel,3,3i Group:200000000|Bain Capital Ventures:200000000|Citizens Bank and Trust Company:225000000|Fifth Third Bancorp:225000000|IVP:200000000|JP Morgan Chase & Co.:225000000|Meritech Capital Partners:200000000|New Enterprise Associates:235000000.0|Silicon Valley Bank:225000000|SunTrust Bank:225000000,10,-,-,-,-,-,0,-,Monmouth,2001,37.296867:-121.819306,75,US,1567267747,44,40.35,-74.18,81,5.82
Ironwood Pharmaceuticals,Health,459000000,ipo,USA,MA,Cambridge,8,GGV Capital:50000000|Morgan Stanley:50000000|Venrock:234000000.0,3,-,-,-,-,-,0,-,Middlesex,1998,33.865268:-118.396297,1,US,1567267602,53,41.3,-90.19,71.6,12.75
SoloPower,Technology,458089999,acquired,USA,CA,San Jose,10,Convexa Capital Ventures:180590000.0|Crosslink Capital:190590000.0|Firsthand Capital Management:40000000.0|Firsthand Technology Value Fund:55290000.0|Greentech Capital Advisors:43700000|Hudson Capital Management:48190000|Hudson Clean Energy Partners:102400000.0|Thomas Weisel Partners:43700000,8,Opera Investments,Investment Management,GBR,H9,London,220000000,USD,Santa Clara,2005,37.296867:-121.819306,1,US,1567267822,83,27.58,-98.31,87.8,4.7
